,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
11,Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.81707317,70.97317073,70.94243902,70.91170732,70.88097561,70.8502439,70.81951219999999,70.86926829,70.91902439,70.96878049,71.01853659,71.06829268,71.45756098,71.84682927,72.23609756,72.62536585,73.01463415,73.34439024,73.67414634,74.00390244,74.33365854,74.66341463,74.90487805,75.14634146,75.38780488,75.62926829,75.87073171,76.15170732,76.43268293,76.71365854,76.99463415,77.27560976,77.37804878,77.87804878,77.87804878,77.82926829,78.07804878,78.4804878,78.63170732,78.93170732,79.23414634,79.63414634,79.93658537,80.23902439,80.4902439,80.84146341,81.04146341,81.29268293,81.39512195,81.54390244,81.69512195,81.89512195,82.04634146,82.14878049,82.3,82.4,82.44878049,82.49756098,0.0
12,Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.58560976,69.57731707,69.3095122,69.44365854,69.92195122,69.72219512,70.04585366,69.91780488,70.05756098,69.83317073,69.91463415,70.11463415,70.46341463,71.01463415,71.01219512,71.11463415,71.56585366,71.91463415,72.01219512,72.31219512,72.46341463,72.81219512,72.96097561,73.01219512,73.61219512,73.81463415,74.31707317,74.76829268,75.21707317,75.26585366,75.56829268,75.61707317,75.81707317,76.06829268,76.4195122,76.66829268,76.87073171,77.31951219999999,77.67073171,77.87560976,78.12682927,78.57560976,78.67804878,78.63170732,79.18048780000001,79.33170732,79.8804878,80.18048780000001,80.43170732,80.33170732,80.5804878,80.98292683,80.93658537,81.13658537,81.4902439,81.1902439,81.64146341,81.64146341,0.0
13,Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.035,61.257,61.47,61.678999999999995,61.89,62.104,62.321999999999996,62.538999999999994,62.751000000000005,62.953,63.141000000000005,63.31,63.457,63.583,63.688,63.776,63.852,63.922,63.992,64.069,64.161,64.28,64.42399999999999,64.587,64.759,64.913,65.016,65.053,65.021,64.935,64.827,64.745,64.73100000000001,64.81,64.991,65.256,65.57300000000001,65.899,66.207,66.491,66.763,67.054,67.391,67.791,68.249,68.75,69.26899999999999,69.774,70.238,70.646,70.987,71.26,71.47800000000001,71.656,71.8,71.921,72.02600000000001,72.123,0.0
14,Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,41.281000000000006,41.592,41.907,42.225,42.54,42.838,43.103,43.328,43.515,43.675,43.82899999999999,44.006,44.232,44.516999999999996,44.865,45.266000000000005,45.701,46.141000000000005,46.562,46.953,47.31399999999999,47.657,47.992,48.317,48.618,48.845,48.941,48.88399999999999,48.684,48.379,48.053000000000004,47.816,47.751999999999995,47.911,48.295,48.86,49.526,50.18600000000001,50.758,51.213,51.545,51.778999999999996,51.977,52.19,52.437,52.735,53.09,53.492,53.926,54.386,54.861000000000004,55.338,55.806999999999995,56.25899999999999,56.688,57.093999999999994,57.481,57.857,0.0
15,Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.70195122,70.52097561,70.2195122,70.05146341,70.75512195,70.62536585,70.70634146,71.01292683,70.69317073,70.76487805,70.97195122,71.0604878,71.40512195,71.63536585,71.98585366,71.97121951,72.1197561,72.77390244,72.69804878,73.19365854,73.20707317,73.62170732,73.88804878,73.86902439,74.40487805,74.5202439,74.73170732,75.36585366,75.56585366,75.63268293,76.05195122,76.19219512,76.35121951,76.34536585,76.69170732,76.84073171,77.18731707,77.37073171,77.47317073,77.6195122,77.72195122,77.97317073,78.07560976,78.12926829,78.87804878,78.9804878,79.3804878,79.78292683,79.68048780000001,80.03414634,80.18292683,80.58536585,80.38536585,80.58780488,81.28780488,80.99268293,81.43902439,81.43902439,0.0
16,Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,37.271,37.727,38.188,38.655,39.13,39.615,40.109,40.61,41.117,41.63,42.152,42.684,43.229,43.781000000000006,44.336999999999996,44.882,45.398999999999994,45.883,46.335,46.763999999999996,47.19,47.643,48.145,48.71,49.339,50.034,50.79,51.581,52.372,53.132,53.812,54.36600000000001,54.776,55.042,55.174,55.203,55.17,55.133,55.138999999999996,55.218,55.391000000000005,55.668,56.025,56.43600000000001,56.887,57.355,57.817,58.255,58.653999999999996,59.00899999999999,59.318999999999996,59.595,59.855,60.113,60.373000000000005,60.638999999999996,60.907,61.17100000000001,0.0
17,Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.431999999999995,34.897,35.369,35.847,36.330999999999996,36.815,37.291,37.754,38.207,38.652,39.095,39.542,40.003,40.493,41.025,41.63,42.343,43.166000000000004,44.081,45.06,46.049,46.983999999999995,47.81,48.486000000000004,48.992,49.323,49.492,49.55,49.545,49.505,49.45399999999999,49.409,49.373999999999995,49.36,49.38,49.445,49.556999999999995,49.713,49.913999999999994,50.168,50.489,50.893,51.38399999999999,51.956,52.602,53.31,54.063,54.841,55.618,56.376000000000005,57.096000000000004,57.762,58.376999999999995,58.942,59.457,59.927,60.361000000000004,60.77,0.0
18,Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,45.831,46.46,47.086000000000006,47.693999999999996,48.257,48.69,48.895,48.838,48.535,48.05,47.523,47.136,47.031000000000006,47.291000000000004,47.925,48.865,49.981,51.098,52.082,52.878,53.478,53.917,54.292,54.678000000000004,55.102,55.578,56.102,56.653999999999996,57.22,57.8,58.401,59.033,59.7,60.4,61.126999999999995,61.868,62.61,63.338,64.038,64.702,65.324,65.903,66.44800000000001,66.965,67.46,67.937,68.403,68.861,69.312,69.759,70.19800000000001,70.626,71.039,71.431,71.803,72.155,72.48899999999999,72.808,0.0
19,Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.24756098,70.19560976,69.49195122,70.30926829,71.12121951,71.29390244,71.22341463,70.41390244,71.22512195,70.43,71.25634146,70.87365854,70.8995122,71.34219512,71.20804878,71.0497561,71.39487805,70.81609756,71.18463415,71.30829268,71.15756098,71.57195122,71.18609756,71.38634146,71.4997561,71.22804878,71.73073171,71.52682927,71.60439024,71.72243902,71.64146341,71.56097561,71.49439024,71.34682927,71.20878049,71.05341463,70.89731707,70.35121951,71.06097561,71.41219512,71.66341463,71.76829268,71.86585366,72.06585366,72.56341463,72.56097561,72.61219512,72.66341463,72.96341463,73.41219512,73.51219512,74.16341463,74.31463415,74.86097561,74.46585366,74.61463415,74.81219512,74.81219512,0.0
20,Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.868,53.233999999999995,54.589,55.91,57.181000000000004,58.387,59.523,60.595,61.608000000000004,62.559,63.448,64.274,65.042,65.757,66.421,67.04,67.616,68.152,68.65100000000001,69.117,69.55,69.95,70.316,70.65,70.956,71.237,71.495,71.735,71.962,72.179,72.39,72.598,72.803,73.006,73.209,73.413,73.619,73.82600000000001,74.033,74.23899999999999,74.44,74.635,74.822,74.999,75.167,75.32600000000001,75.47800000000001,75.625,75.77,75.913,76.056,76.199,76.34100000000001,76.482,76.622,76.76100000000001,76.9,77.038,0.0
21,"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.881,63.22,63.551,63.873000000000005,64.189,64.498,64.8,65.095,65.383,65.665,65.943,66.218,66.49,66.759,67.027,67.291,67.55,67.803,68.05,68.29,68.524,68.755,68.984,69.212,69.438,69.663,69.88600000000001,70.104,70.316,70.518,70.705,70.869,71.01,71.131,71.23899999999999,71.351,71.482,71.646,71.85,72.093,72.37,72.668,72.971,73.264,73.538,73.78699999999999,74.012,74.218,74.41,74.59100000000001,74.76100000000001,74.923,75.079,75.23,75.37899999999999,75.527,75.675,75.82300000000001,0.0
22,Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.353,61.019,61.646,62.243,62.818000000000005,63.381,63.94,64.499,65.059,65.62100000000001,66.187,66.756,67.32,67.867,68.39,68.872,69.296,69.657,69.954,70.193,70.399,70.601,70.82,71.061,71.315,71.53399999999999,71.65,71.626,71.461,71.185,70.877,70.645,70.577,70.72399999999999,71.09100000000001,71.643,72.306,72.977,73.572,74.057,74.413,74.653,74.824,74.967,75.096,75.223,75.35300000000001,75.486,75.619,75.758,75.905,76.06,76.223,76.39,76.561,76.735,76.911,77.087,0.0
23,Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.70809756,68.21265854,68.63582927,68.99207317,69.28992683,69.53741463,69.73460976,69.88165854,69.98263415,70.04514634,70.0792439,70.093,70.09241463,70.08243902,70.06807317,70.04826829,70.01590244,69.96741463,69.90631707,69.84163415,69.80202439,69.81917073,69.90821951,70.06465854,70.27192683,70.99268293,71.5495122,70.9902439,71.34146341,71.48292683,70.83658537,70.37804878,70.02195122,68.97073171,68.76829268,68.46097561,68.51219512,68.46097561,68.40731707,67.90731707,68.91219512,68.50731707,68.05609756,68.55365854,68.95609756,68.85121951,69.40487805,70.20731707,70.45609756,70.40731707,70.40487805,70.55365854,71.96585366,72.47073171,72.97073171,73.62439024,73.82682927,74.12926829,0.0
24,Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.981,60.531000000000006,61.092,61.663000000000004,62.24100000000001,62.823,63.402,63.971000000000004,64.525,65.058,65.566,66.047,66.50399999999999,66.939,67.354,67.751,68.135,68.509,68.874,69.229,69.577,69.921,70.257,70.575,70.865,71.11,71.294,71.405,71.437,71.38600000000001,71.24600000000001,71.01100000000001,70.696,70.325,69.922,69.517,69.143,68.82,68.568,68.4,68.329,68.35600000000001,68.46,68.619,68.815,69.023,69.218,69.385,69.517,69.611,69.676,69.73100000000001,69.798,69.895,70.027,70.192,70.384,70.58800000000001,0.0
25,Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,0.0,0.0,0.0,0.0,0.0,68.89780488,0.0,0.0,0.0,0.0,70.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.30463415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0295122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.88536585,77.88536585,78.08780488,78.33414634,78.48536585,78.68536585,78.88780488,78.93414634,79.23658537,79.38843902,79.28853659,81.15268293,81.67780488,80.57243902,80.79731707,81.01219512,81.22707317,81.44195122,0.0
26,Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,42.138000000000005,42.45399999999999,42.778,43.11,43.451,43.8,44.157,44.523,44.898,45.28,45.67100000000001,46.07,46.477,46.891999999999996,47.315,47.745,48.183,48.629,49.082,49.543,50.012,50.489,50.974,51.466,51.965,52.472,52.986000000000004,53.507,54.034,54.566,55.104,55.647,56.195,56.747,57.303000000000004,57.861999999999995,58.423,58.986999999999995,59.553999999999995,60.122,60.69,61.26,61.82899999999999,62.398999999999994,62.968,63.538000000000004,64.113,64.692,65.27199999999999,65.847,66.408,66.945,67.45100000000001,67.922,68.357,68.756,69.125,69.473,0.0
27,Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,54.24100000000001,54.754,55.27,55.785,56.293,56.794,57.288999999999994,57.776,58.254,58.717,59.153999999999996,59.556999999999995,59.919,60.24100000000001,60.527,60.782,61.016999999999996,61.244,61.476000000000006,61.721000000000004,61.983000000000004,62.263999999999996,62.559,62.86600000000001,63.185,63.513999999999996,63.852,64.197,64.55199999999999,64.917,65.3,65.708,66.14399999999999,66.607,67.095,67.6,68.112,68.622,69.12,69.59899999999999,70.055,70.486,70.896,71.29,71.67,72.04,72.405,72.768,73.12899999999999,73.488,73.83800000000001,74.17399999999999,74.488,74.777,75.042,75.28399999999999,75.509,75.723,0.0
28,Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.001999999999995,61.481,61.964,62.451,62.94,63.426,63.9,64.355,64.786,65.191,65.569,65.922,66.257,66.58,66.89399999999999,67.203,67.51,67.816,68.12,68.42399999999999,68.726,69.024,69.317,69.602,69.878,70.145,70.405,70.658,70.905,71.14699999999999,71.383,71.61399999999999,71.84100000000001,72.061,72.275,72.48100000000001,72.678,72.865,73.043,73.21300000000001,73.377,73.535,73.691,73.847,74.00399999999999,74.163,74.324,74.486,74.648,74.811,74.973,75.133,75.292,75.44800000000001,75.60300000000001,75.755,75.906,76.057,0.0
29,Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.467,63.016999999999996,63.544,64.044,64.515,64.957,65.375,65.77600000000001,66.167,66.55,66.928,67.3,67.665,68.021,68.369,68.706,69.032,69.347,69.65100000000001,69.945,70.23,70.509,70.78399999999999,71.056,71.32600000000001,71.595,71.86399999999999,72.132,72.39699999999999,72.65899999999999,72.916,73.167,73.413,73.65100000000001,73.883,74.11,74.332,74.551,74.76899999999999,74.985,75.202,75.425,75.65,75.875,76.093,76.291,76.455,76.577,76.656,76.699,76.719,76.734,76.764,76.82300000000001,76.917,77.046,77.203,77.374,0.0
30,Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,34.525999999999996,34.889,35.29,35.734,36.22,36.745,37.303000000000004,37.882,38.469,39.056999999999995,39.635,40.194,40.735,41.263000000000005,41.784,42.31100000000001,42.861000000000004,43.446999999999996,44.077,44.751000000000005,45.464,46.20399999999999,46.95399999999999,47.702,48.442,49.173,49.901,50.632,51.372,52.122,52.879,53.637,54.393,55.146,55.898,56.657,57.431999999999995,58.231,59.055,59.898999999999994,60.758,61.625,62.483999999999995,63.321999999999996,64.126,64.882,65.578,66.214,66.792,67.315,67.79,68.227,68.639,69.038,69.43,69.817,70.197,70.565,0.0
31,Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,50.661,51.028,51.381,51.726000000000006,52.068000000000005,52.418,52.787,53.184,53.617,54.09,54.608999999999995,55.176,55.782,56.415,57.065,57.721000000000004,58.375,59.016000000000005,59.63,60.20399999999999,60.733000000000004,61.215,61.65,62.028999999999996,62.333999999999996,62.556000000000004,62.688,62.716,62.62,62.372,61.905,61.146,60.083,58.748000000000005,57.203,55.53,53.826,52.211000000000006,50.808,49.711999999999996,49.03,48.838,49.108000000000004,49.788000000000004,50.832,52.165,53.695,55.312,56.919,58.45,59.868,61.178999999999995,62.425,63.63,64.78,65.846,66.797,67.618,0.0
32,Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.489000000000004,36.902,37.326,37.768,38.233000000000004,38.734,39.281,39.876999999999995,40.522,41.211999999999996,41.946000000000005,42.72,43.521,44.33,45.129,45.9,46.628,47.302,47.911,48.442,48.886,49.24,49.507,49.693999999999996,49.799,49.823,49.761,49.619,49.402,49.118,48.766999999999996,48.35,47.873000000000005,47.352,46.806999999999995,46.251999999999995,45.7,45.166000000000004,44.675,44.254,43.937,43.755,43.718,43.827,44.08,44.466,44.967,45.552,46.19,46.861999999999995,47.56,48.284,49.041000000000004,49.825,50.621,51.41,52.17100000000001,52.89,0.0
33,Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.13317073,71.34609756,71.36707317,71.38073171,71.77634146,71.87219512,72.00439024,72.20780488,72.35341463,72.50146341,72.7004878,73.02926829,72.93390244,73.16268293,73.23756098,73.52170732,73.85609756,74.21560976,74.5297561,74.86634146,75.07804878,75.46341463,75.76341463,76.06585366,76.21707317,76.36829268,76.5195122,76.7195122,76.9195122,77.1195122,77.42195122,77.62195122,77.72439024,77.82439024,77.82682927,78.02926829,78.18048780000001,78.43170732,78.63414634,78.88536585,79.13658537,79.33902439,79.4902439,79.74146341,79.89268293,80.19268293,80.34390244,80.54390244,80.69512195,80.99512195,81.24634146,81.44878049,81.64878049,81.74878049,81.8,81.9,82.3005122,82.4704878,0.0
34,Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.82138864,68.26219834,68.00692564,68.69604737,69.05248454,69.27699759999999,69.52707193,69.27274219,69.5360253,69.2757342,69.44695506,69.48516575,69.92544126,70.06777719,70.30593937,70.17440869,70.3191489,70.24237315,70.14793211,70.23939699,69.89024445,70.37146867,70.45513347,70.38961177,70.34901724,70.31275918,70.56491782,70.61176333,70.86170823,70.73197226,70.65633134,70.5752213,70.73283713,70.84598662,70.86954394,71.02542143,71.33605802,71.51725807,71.89823768,72.18456107,72.71972472,73.09614819,73.24241549,73.38225278,73.737153,73.83830018,74.09260273,74.25064872,74.57595268,74.93036393,75.29396578,75.88847488,75.99348859999999,76.35516299,76.67562361,76.59107024,76.98893983,77.03402473,0.0
35,Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.31341463,71.64487805,71.19609756,71.18756098,72.07780488,72.20170732,72.33560976,72.63658537,72.5902439,72.61268293,73.0202439,73.13073171,73.64439024,73.94097561,74.28707317,74.66560976,74.78536585,75.23804878,75.18731707,75.46609756,75.45926829,75.69317073,76.03390244,76.03121951,76.60853659,76.73365854,76.89902439,77.19756098,77.22658537,77.42121951,77.24243902,77.51463415,77.80609756,78.08536585,78.35,78.41707317,78.89609756,79.0795122,79.32439024,79.5804878,79.68048780000001,80.18048780000001,80.38536585,80.53658537,81.08780488,81.23658537,81.4902439,81.74146341,81.99268293,82.04390244,82.24634146,82.69512195,82.69756098,82.79756098,83.19756098,82.89756098,83.60243902,83.60243902,0.0
36,Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.73899999999999,70.833,70.928,71.03,71.143,71.265,71.391,71.512,71.623,71.726,71.82300000000001,71.919,72.02,72.133,72.26100000000001,72.40899999999999,72.58,72.773,72.983,73.208,73.439,73.668,73.89,74.101,74.3,74.49,74.678,74.87100000000001,75.074,75.28699999999999,75.507,75.726,75.94,76.143,76.33800000000001,76.528,76.719,76.918,77.13,77.358,77.602,77.86399999999999,78.137,78.417,78.699,78.975,79.241,79.493,79.729,79.947,80.145,80.32600000000001,80.494,80.654,80.807,80.958,81.107,81.255,0.0
37,Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,57.285,57.681999999999995,58.097,58.533,58.993,59.479,59.994,60.536,61.104,61.696000000000005,62.31100000000001,62.95,63.608999999999995,64.283,64.967,65.658,66.355,67.05199999999999,67.744,68.422,69.074,69.69,70.265,70.798,71.288,71.73899999999999,72.157,72.553,72.936,73.311,73.68,74.042,74.39399999999999,74.733,75.059,75.374,75.678,75.97399999999999,76.259,76.533,76.793,77.03399999999999,77.255,77.453,77.632,77.791,77.934,78.066,78.193,78.32,78.454,78.59899999999999,78.758,78.931,79.117,79.315,79.52199999999999,79.732,0.0
38,China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,43.725,44.051,44.783,45.972,47.592,49.549,51.696000000000005,53.847,55.843,57.603,59.085,60.303000000000004,61.343999999999994,62.281000000000006,63.13399999999999,63.915,64.631,65.278,65.857,66.377,66.843,67.256,67.618,67.933,68.21,68.45100000000001,68.661,68.842,69.002,69.15,69.293,69.437,69.587,69.75,69.935,70.156,70.42699999999999,70.747,71.115,71.521,71.955,72.40100000000001,72.84,73.257,73.642,73.987,74.291,74.562,74.808,75.032,75.236,75.425,75.602,75.76899999999999,75.932,76.092,76.252,76.41,0.0
39,Cote d'Ivoire,CIV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,36.865,37.554,38.223,38.866,39.488,40.103,40.736,41.406000000000006,42.125,42.89,43.695,44.526,45.357,46.166000000000004,46.94,47.668,48.346000000000004,48.979,49.57,50.115,50.61600000000001,51.07899999999999,51.503,51.885,52.215,52.483999999999995,52.677,52.786,52.798,52.706,52.486000000000004,52.117,51.605,50.975,50.25899999999999,49.501000000000005,48.746,48.043,47.438,46.968999999999994,46.672,46.567,46.637,46.856,47.205,47.658,48.183,48.747,49.321000000000005,49.883,50.423,50.945,51.463,51.989,52.52,53.053000000000004,53.582,54.102,0.0
