"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Ecuador","ECU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.31528974","3.73755858","4.45758963","5.42486","5.55078448","5.57841353","5.68722197","5.86489023","5.81637673","6.43873295","7.12195655","7.86521816","8.47968249","8.55983433","8.62127454","8.58845682","8.38714107","","",
"Egypt, Arab Rep.","EGY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.92244279","5.40030332","5.51073784","5.22425289","4.85732371","4.92229169","4.84190073","4.44493251","4.46634813","4.37870946","4.1531917","4.35707557","4.55305428","4.6541604","4.69173709","4.62285691","4.63781726","","",
"Euro area","EMU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.56867952125117","8.67755783244965","8.88546998576197","9.08963104377645","9.11236833200615","9.26785877341131","9.26002116654668","9.16347631980913","9.45827524643171","10.2039578760922","10.1674348099822","10.076941607533","10.1885526867269","10.2510840519409","10.2855747694","10.2177210456034","10.2193515229392","","",
"Eritrea","ERI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.51147622","4.6301811","5.30258703","5.67850091","5.42505764","5.31241649","5.30663629","4.08505054","3.89576269","4.3533527","3.44590245","4.20446097","2.96121577","2.91476339","2.93162431","2.96577289","2.95931347","","",
"Spain","ESP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.8160619","6.78313377","6.80292358","7.53018064","7.6191456","7.67640382","7.75518882","7.83671201","8.28895456","8.98877969","9.02200151","9.09120733","9.07564442","9.02537972","9.02414667","9.12012883","8.97038932","","",
"Estonia","EST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.16450828","4.78793591","4.73278255","4.88545255","5.09282518","4.9559168","4.91832188","5.02833942","5.75220945","6.54286643","6.33366564","5.82260813","5.82746739","6.00967838","6.20800935","6.48181399","6.68368438","","",
"Ethiopia","ETH","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.3652898","4.71366989","4.70581967","4.88534071","4.30456225","4.10098124","4.22669565","4.80192533","4.28063892","4.41247285","5.46637229","4.46897761","4.5395958","4.07506531","4.03365117","3.97593223","3.97401588","","",
"European Union","EUU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.92882292331836","8.11148242321722","8.33189888224495","8.57131241834758","8.60254243116998","8.72534784139183","8.72362404100845","8.6546978074743","8.95159857442103","9.72920227740545","9.65302617385529","9.62018446205222","9.68401179351042","9.96855652383081","9.97569882675788","9.92608198596746","9.93139660732561","","",
"Fragile and conflict affected situations","FCS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41373900250413","4.88095580618093","5.01369642013033","4.98355031406551","4.6955480779672","4.19682805073284","4.16140365192215","4.31032181248274","4.13725145663287","4.79874102847446","4.43110032321886","4.35225198902394","4.17175419447547","4.35965299918753","4.67213278085363","5.20148703033267","5.0264204130575","","",
"Finland","FIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.83650276","6.98526826","7.35891112","7.66280159","7.79097291","7.99793899","8.00452086","7.82608292","8.08408543","8.87169786","8.86870378","8.94886931","9.29113662","9.49202106","9.48001145","9.74289421","9.49305799","","",
"Fiji","FJI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.72256193","3.16188379","3.24843008","3.24226131","3.55409117","3.5589623","3.65788709","3.72904228","3.44954052","3.83063769","3.70136122","3.40484634","3.53699015","3.46669259","3.6492555","3.56886339","3.46146795","","",
"France","FRA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5411273","9.66523159","9.98176457","10.04113395","10.12424262","10.17983581","10.32843864","10.26315053","10.45362728","11.24352999","11.17922993","11.1942851","11.3208963","11.44199369","11.59500673","11.50136047","11.53929503","","",
"Faroe Islands","FRO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.73192735","8.41847303","7.81573663","9.49765447","10.37829876","11.4620996","10.6528189","11.0856684","11.85257576","12.50792171","12.94466667","12.89123794","11.94296024","11.92774367","11.45053532","12.20112314","12.56300745","","",
"Gabon","GAB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90536864","3.15246533","3.33045924","3.53691838","3.33139805","2.93410262","3.14509006","3.15150042","2.7944509","3.83981423","2.47556901","2.55771564","2.42097557","2.84087199","2.53282252","2.65743937","3.11291313","","",
"United Kingdom","GBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.97178833","6.32885945","6.58651645","6.85094628","7.05063221","7.18668365","7.32728259","7.43186387","7.68101677","8.52707632","8.47407792","8.42210613","8.33916884","9.77234704","9.72392342","9.79273451","9.7623484","","",
"Georgia","GEO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.39698825","7.37189092","8.0472103","8.25548809","8.31636808","8.30393254","7.83901378","7.64975874","8.68152031","9.83542755","9.54538881","8.39221163","8.37314174","8.39572392","8.43567753","7.93235924","8.43609722","","",
"Ghana","GHA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.96635483","4.50594797","3.955694","3.97096695","4.07999951","5.32952342","5.32884685","5.38749462","5.53540298","6.14967449","6.13064712","6.3021341","5.51297119","6.11923651","5.62315273","6.08769695","4.44871433","","",
"Gibraltar","GIB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.69772565","3.88461035","4.38415156","3.65108144","3.36554705","2.94948993","2.96060121","3.01307382","2.76208981","2.9368683","3.0677419","3.78954972","3.50398284","3.46113673","4.78097692","5.82712195","5.47827339","","",
"Gambia, The","GMB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.66568003","4.2380075","4.07366638","4.05991707","4.36338531","4.9077759","5.46509211","5.71812343","5.91565753","5.78185463","5.73962423","6.24604769","6.1363589","6.18121034","5.29871994","4.76148864","4.43153755","","",
"Guinea-Bissau","GNB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.10330503","6.15697787","5.21410174","5.74393778","6.87692002","6.3873281","6.43678093","7.10642033","6.96811103","6.66164012","6.34846542","5.43049135","4.85181988","4.74698916","6.78661808","6.51981283","6.09011769","","",
"Equatorial Guinea","GNQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.35956381","2.15189827","2.22753164","1.80396072","1.61515891","1.40098678","1.45431357","1.47405823","1.28230705","1.68699371","1.53191996","1.34880974","1.44458403","1.72544372","1.77640373","2.70818175","3.37653274","","",
"Greece","GRC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.24332552","7.98783985","8.23378017","8.19821017","7.93223791","8.99658302","8.96532608","9.06037384","9.38345982","9.46849875","9.56003701","9.0980985","8.88281165","8.41445401","7.94998091","8.19431265","8.45429347","","",
"Grenada","GRD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10101852","5.36270463","5.75331734","5.21929825","5.12978986","5.27104422","5.82325274","5.68757093","5.62157884","5.98258886","6.09055408","6.0079645","5.70029356","5.53751146","5.19918435","4.86385599","5.24666501","","",
"Greenland","GRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.7087294","6.43069854","6.37099051","6.52554688","6.45238918","6.3367217","6.57006656","6.36453925","6.21690116","6.28502764","6.07735498","5.85999507","5.88481958","5.90329223","5.93765761","5.51590055","5.82031093","","",
"Guam","GUM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.77696553","2.84668394","3.03040861","3.22245573","3.17262793","3.3694806","3.98688287","4.03585961","4.16339704","4.59966839","4.64513283","4.91414221","4.83490908","4.98031795","5.14073899","4.45280875","4.24328719","","",
"High income","HIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.37519221944257","9.86453963599562","10.2722150154315","10.4351373918146","10.3779905662947","10.4362583957698","10.4753309797307","10.4520541884291","10.6445703602198","11.6343501409224","11.5481449308399","11.5682776875832","11.6936176731117","11.8242227476262","11.9717259519051","12.385235966344","12.5308851203003","","",
"Hong Kong SAR, China","HKG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.42432539","6.08194839","6.4283447","6.9459732","7.00144884","7.67762195","8.08195339","8.15526166","8.53690296","8.87039801","8.62843056","8.71037645","8.61853776","8.29206876","7.98815341","7.71396922","8.40196647","","",
"Heavily indebted poor countries (HIPC)","HPC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.33140606949071","4.72563512778918","4.88461431944747","5.09337603694404","5.35849934597592","5.50752482344152","5.68173160504262","5.73694804231649","5.48042331507739","5.77298303095689","5.65305980043659","5.51116959997894","5.41920641149307","5.6169343941137","5.44559053258884","5.72058598888179","5.40355669345924","","",
"Croatia","HRV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.66469819","7.17390364","6.20668472","6.3604686","6.58066855","6.91240217","6.98403537","7.47048971","7.70337044","8.16123568","8.09578904","7.78569055","7.78825844","6.82082237","7.05065058","7.15420884","7.18008037","","",
"Haiti","HTI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90834262","6.60283356","5.98888018","5.76704884","5.85191719","5.50935549","5.5010374","5.90158045","6.01590075","6.16916007","8.14559821","10.23136335","9.64946914","7.23788227","7.79763646","5.3723227","5.38571841","","",
"Hungary","HUN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.76483142","6.81709167","7.10966859","8.11707065","7.76209676","7.9969307","7.8064236","7.22123508","7.1030765","7.2485007","7.51985236","7.54296157","7.46613865","7.25948343","7.09271229","7.12069992","7.36479381","","",
"IBRD only","IBD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00430664222477","5.07873379031362","5.08935235832565","5.13663850749437","5.07675213191371","5.08603160472662","5.00448713258631","4.92504959205041","4.97409993800763","5.34677192809749","5.34450873906692","5.31520802008021","5.36924574282546","5.44987905478381","5.50446828929615","5.51088558088709","5.54537821770577","","",
"IDA & IBRD total","IBT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9021929334271","4.98318958142781","4.98568481113803","5.06659590284371","5.01110634727376","5.02487311583494","4.95618599404884","4.88769264846876","4.92818278975596","5.27989217862517","5.27382864400116","5.23902169702102","5.28972644146163","5.37073134255659","5.41960167062047","5.43118296290893","5.45768141001702","","",
"IDA total","IDA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.55019581549521","3.68535558661111","3.67463602914199","4.18162658062317","4.16792883386691","4.21941191309066","4.34136311990779","4.3838955059455","4.28571438302411","4.34950361469594","4.24411867495901","4.0873783114391","4.11278442236017","4.24172962251269","4.26075197936929","4.40565369854466","4.27346890662582","","",
"IDA blend","IDB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.17943533610785","3.14366497842153","2.92164534965878","3.79515692608582","3.57157024585381","3.60907804769949","3.75408077075757","3.79560698817336","3.70819296797504","3.59519807627439","3.59523406468935","3.38766671312947","3.50729577701138","3.62007294499968","3.63930961421967","3.76493566887599","3.83277962879958","","",
"Indonesia","IDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.91569786","2.18395544","2.05559904","2.30133741","2.17213139","2.58409037","2.67202176","2.87617069","2.61300083","2.68494347","2.96089979","2.95542027","2.90286671","2.96065055","3.11712106","3.0053613","3.12449094","","",
"IDA only","IDX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.84066362192823","4.1207658467563","4.30407880209217","4.5053930259441","4.71118179172063","4.81187555620351","4.98029927557333","5.00649795270194","4.93933200624537","5.11501153604996","4.93216249285173","4.85120272149158","4.79826319122672","4.93179453888379","4.95479225222323","5.06620796752291","4.6978197384171","","",
"Isle of Man","IMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.03493293","4.26278075","4.24016746","4.00848052","3.95739183","3.79116251","3.634778","3.51754201","3.51468067","3.48537865","3.27211934","3.24634215","3.32935296","3.74944184","3.61956552","3.59770551","3.65833057","","",
"Not classified","INX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90524706","6.39943767","6.67474754","7.00858862","7.22512888","7.64774422","7.51325411","7.80249758","9.10264893","10.48705062","10.51199628","10.7101497","10.77223814","10.30037336","9.68642084","7.44604196","7.37830423","","",
"Iran, Islamic Rep.","IRN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73503821","5.10817007","4.75592755","5.13223491","5.18574653","5.30572176","5.19862579","5.03977892","5.28168428","6.55954573","6.75473106","6.60725075","6.63648596","5.99379882","6.91351093","7.76057939","8.10277065","","",
"Iraq","IRQ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.99196045","3.84302659","2.89739932","2.42247886","3.10637723","3.03573874","3.76825902","3.23055627","2.79131816","2.69037065","2.81274916","2.78990095","3.10581652","3.31216318","","",
"Iceland","ISL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.02782972","8.89182454","9.57931841","10.06373666","9.54160493","9.21346739","8.91648864","8.71102806","8.70697575","9.01871531","8.77146909","8.48982271","8.44292014","8.47796569","8.49658835","8.34576615","8.29151473","","",
"Israel","ISR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.80225894","7.22923757","7.15098418","7.09503684","7.02788159","7.12706989","6.93495988","6.91947713","7.00019841","7.09067004","7.05110443","7.00285028","7.14195084","7.10998784","7.21097172","7.37530683","7.31441124","","",
"Italy","ITA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.58037235","7.76886299","7.89303446","7.85541424","8.18779716","8.3612048","8.45968681","8.16283649","8.56183142","8.97653684","8.95361182","8.83464291","8.95606116","8.95226727","9.01144092","8.98541669","8.93549301","","",
"Jamaica","JAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.01361013","5.48854011","5.05326904","4.77566331","5.49121624","4.63451226","4.66568687","5.12474128","5.20289722","4.95641373","4.99921419","4.9163889","4.99695358","5.24255989","5.23264313","5.65847448","6.0723917","","",
"Jordan","JOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.63493916","9.88527424","9.65557845","9.11606031","9.02237054","8.8627451","8.05620609","8.3010469","8.75392804","9.50212867","8.38929752","8.34106559","7.99453676","7.34948851","7.41439635","6.2844915","5.46821058","","",
"Japan","JPN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.15091301","7.35919809","7.47336461","7.61100288","7.65719447","7.78066856","7.80784261","7.89046068","8.19951431","9.05829702","9.15677291","10.61671765","10.79065328","10.79159414","10.83205006","10.87187938","10.92612327","","",
"Kazakhstan","KAZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16032948","3.4709653","3.61480666","3.7212817","3.97663486","3.89684271","3.3915585","2.69876988","3.03844651","3.48817643","2.72702036","2.69158566","3.08870056","2.70294889","2.74584606","3.08749265","3.52614962","","",
"Kenya","KEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.72945488","4.81983622","5.02284555","5.16911124","5.34493777","5.31436767","5.8734461","5.9970698","6.04985664","6.02780759","6.11675065","5.81170413","5.61369749","5.51936088","5.30316541","4.89013852","4.54957525","","",
"Kyrgyz Republic","KGZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.41414976","4.27703261","4.59219552","5.82382125","6.20281319","7.45010669","8.31183896","6.93210666","6.52511905","6.8987344","6.95027176","7.10729156","8.5096633","8.18745127","8.31271203","7.21937462","6.62528772","","",
"Cambodia","KHM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.54095479","7.02196342","7.25370723","6.94903872","7.09304496","6.85278971","6.11800393","4.90211227","6.60109416","7.5833059","6.91169962","7.50353116","7.26524264","7.09383048","6.69680331","6.17148507","6.08196009","","",
"Kiribati","KIR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.645","12.32934426","11.9012782","10.66935252","12.42028777","11.50768707","11.57650685","11.35115409","14.07539107","13.43940882","9.20623529","8.58340909","8.59842391","9.46005208","9.98787879","7.84410495","11.85986702","","",
"St. Kitts and Nevis","KNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.81203476","4.37219566","4.43502164","4.78939812","4.53038501","4.76026785","5.04583214","4.90540648","5.58490545","5.66030128","5.75861299","5.7289263","5.47194258","5.27242065","5.2336506","5.15236898","5.67183165","","",
"Korea, Rep.","KOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.99853252","4.68074036","4.39480163","4.66509241","4.64176984","4.89096165","5.23648826","5.42498224","5.70577287","6.11736372","6.24060133","6.30238059","6.43717494","6.57805915","6.82039351","7.04921624","7.33752488","","",
"Kuwait","KWT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.51490796","3.60882573","3.57235309","3.23327255","2.75732146","2.37762238","2.25313879","2.13314508","1.93336699","3.86935992","2.75703619","2.61808431","2.57378597","2.58543894","3.19758021","4.01473617","3.903945","","",
"Latin America & Caribbean (excluding high income)","LAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.43197737248023","5.60542877655573","6.10275908772547","6.43871049845507","6.53051123030716","6.65907990598257","6.71221683963015","6.88018300086034","6.77088129507352","7.28945373397922","7.8700923750646","7.94625756641953","7.89949131910051","7.99999144092179","8.2102015615535","8.59073340464845","8.74217092806214","","",
"Lao PDR","LAO","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.27513587","4.29031703","3.69751299","4.47920656","3.54057411","3.336732","2.93200926","3.1534557","2.76727288","3.46300399","2.91155231","1.94457504","2.07637582","2.39984974","2.29845549","2.45366446","2.36087478","","",
"Lebanon","LBN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.6895334","10.42263128","9.15927437","8.55576331","8.00453359","7.55121235","8.65032249","8.54391369","7.78850405","6.99202441","7.44332141","8.14711369","7.99691287","7.76060504","7.96600388","7.82593249","8.01673185","","",
"Liberia","LBR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.9942417","3.23545603","2.7384659","3.12121963","7.70776684","8.78575058","7.33268114","9.21247402","7.38733095","9.44103099","8.80720844","9.09986266","8.48516518","8.0748066","8.91179706","10.18906067","9.61511081","","",
"Libya","LBY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.42542057","4.05162821","4.89009927","4.10041168","3.49171287","2.59774676","2.51467609","2.4379137","2.63571721","4.28816055","3.58541106","6.05012753","","","","","","","",
"St. Lucia","LCA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.33357313","5.72276895","6.03039336","5.87326693","5.31427013","5.43450212","5.87258872","5.83871473","5.87653114","5.55139189","5.6929711","5.92653769","5.86491898","5.81938887","5.82972733","5.39024405","5.30656361","","",
"Latin America & Caribbean","LCN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.92323691171698","6.07466974402054","6.24516621050094","6.521554327934","6.57825300026222","6.71302060891297","6.73149855995789","6.88997650852847","6.82841116810826","7.41703193259514","7.86801072328953","7.91486962438569","7.88661438034881","7.98840494080166","8.17082452700162","8.558727951046","8.56101280127181","","",
"Least developed countries: UN classification","LDC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.46846895673141","3.95280307729257","4.12820724828164","4.33197200478979","4.59590112208797","4.54280966354536","4.63376278995153","4.61684425923027","4.43891769264831","4.64034811813229","4.37264997696997","4.24591561648643","4.17400359018477","4.35596878516393","4.41348660462436","4.592568519117","4.31089307426291","","",
"Low income","LIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.16488772329231","4.77176214138243","5.01242867477564","5.34848145502199","5.56067467407702","5.56399564940236","5.70245060875594","5.65163328277769","5.65024507452341","5.77319613255114","6.12356848321013","5.70135958851617","5.54478023941853","5.53696399726667","5.64819084771176","5.66269378509763","5.59659117647004","","",
"Liechtenstein","LIE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.2465404","4.1932464","4.1731212","3.76927347","4.17515472","4.00972616","3.97986285","3.95131889","3.98465232","4.19339219","3.86745572","3.71693697","3.40384598","3.82699026","3.60648043","3.88992047","3.89324108","","",
