Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,4/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Antigua and Barbuda,ATG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.883136748,6.499501417,1.706514878,2.479727733,5.391552585,17.11244804,7.520520595,6.268347977,13.50527501,15.99505234,10.87635904,10.00770593,9.172667215,8.822491472,
Australia,AUS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.637308507,1.325275834,2.623753539,5.073081194,9.961014191,18.95632686,,24.90337,24.01669991,24.90951202,24.69772973,25.12942751,25.83503958,27.84277929,28.68961085,30.65341372,32.40007458,
Austria,AUT,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.632210727,2.360806595,3.959125426,5.54434666,7.350915843,10.58805704,14.22400998,17.28480151,19.51446519,20.73526108,22.44343455,24.38064725,24.79590688,25.009545,26.02654159,27.32468303,28.29354818,28.96304317,28.74722124,
Azerbaijan,AZE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01208165,,,0.025577946,0.04582747,0.167348593,0.68012498,1.12052263,5.262078746,10.6475907,14.78258251,18.24319177,19.97175647,19.75003026,18.54593591,18.36883899,
Burundi,BDI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001948306,0.001884785,0.004015089,0.005495655,0.007532423,0.015978857,0.017185969,0.035679024,0.03748533,0.036026433,
Belgium,BEL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.106707834,0.224277339,1.402592269,4.457894689,7.867120571,11.92939997,15.45730835,19.06329508,23.08554577,25.51566742,27.66909855,29.03478636,30.83667139,32.1777199,33.31070821,34.33541568,35.75312806,36.50842403,37.59611297,38.31345058,
Benin,BEN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000287853,0.000279235,0.001045161,0.002455456,0.018230728,0.008397606,0.096861922,0.213098116,0.293871496,0.396742263,0.429235412,0.424581019,0.441530783,0.692731964,0.204970467,0.257997447,
Burkina Faso,BFA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000406732,0.001145826,0.001181836,0.002860989,0.012401316,0.047235406,0.069885579,0.078904444,0.087823194,0.087446113,0.086463178,0.075922277,0.030751775,0.039810887,0.074303756,0.064402407,
Bangladesh,BGD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029706565,0.033600838,0.210494576,0.272475483,0.304394885,0.385585541,0.968022145,1.940444519,3.035305898,4.045616992,4.433418983,
Bulgaria,BGR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.085894011,2.153489117,5.044905815,8.313469537,11.23188845,13.3856087,15.18953784,17.0848234,18.21718506,19.56405745,20.50483617,22.49480174,23.80412856,25.36087224,
Bahrain,BHR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.168590307,0.677414616,1.250399699,1.802257763,2.410343152,4.030408571,6.588820638,8.399321724,11.77296083,12.48422468,22.80591957,22.71828472,22.8108173,21.51845597,18.44517095,16.29348338,14.31296329,
"Bahamas, The",BHS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.365398255,2.438890273,3.465127032,3.969602451,4.064401107,4.940297174,5.988408778,7.313379757,8.901920779,6.845845158,4.227319351,20.9467287,19.21588379,20.19211396,20.94365083,21.40903607,21.97181816,
Bosnia and Herzegovina,BIH,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000716807,0.001803099,0.005641178,0.039690446,0.175522249,0.362340111,1.058350011,2.244064653,5.007441016,7.796830213,10.50223477,11.66339782,12.86653692,14.31634239,15.21045137,17.95797522,18.8371527,18.93098893,
Belarus,BLR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000203933,0.001262827,0.007750414,0.016255189,0.11925795,1.780522402,5.027488787,11.51446848,17.59335489,22.1583989,26.7305128,29.38992301,28.30141454,30.60896889,32.35775749,33.40909461,
Belize,BLZ,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349273585,1.023945177,1.772823067,2.491857182,2.506643611,2.62832133,2.656651663,2.772008159,2.946001118,2.961975165,2.876393525,2.814947085,4.837066643,5.007167111,5.419009771,
Bermuda,BMU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.38476892,36.33862564,44.37989274,52.54158607,62.20549586,62.69935581,,,63.8830033,55.67471386,48.38475558,36.96850777,37.17746011,
Bolivia,BOL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038482229,0.065150129,0.097270873,0.142163491,0.189468568,0.359870799,0.826199979,0.985105876,0.96738918,0.729703286,1.139837429,1.481673927,1.635868197,1.68723522,2.641367715,3.438379963,
Brazil,BRA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000587645,0.004051882,0.057049105,0.186215894,0.405770667,0.529504944,1.70915468,1.730069365,2.522060297,3.983450748,5.190674889,6.018592091,7.165222223,8.975463419,9.533083511,10.55322334,11.73692977,12.37241075,12.88843041,13.80385336,
Barbados,BRB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.03423224,10.84986323,11.65728133,14.10709027,17.06789788,17.74707106,20.57851833,20.09879493,22.32137448,23.75268569,23.99852748,27.42911587,27.53846533,32.43554295,24.19965071,
Brunei Darussalam,BRN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.557455229,0.794829142,1.08605531,1.741752266,2.225338073,2.421066847,3.098990567,4.453766889,5.218984189,5.583000139,5.884323614,4.965378188,6.79218961,7.349697841,8.244679577,8.534107128,9.612616837,
Bhutan,BTN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293886868,0.472805959,1.192208795,1.787011654,2.226658008,2.677391396,3.217086012,3.540068023,2.0668994,2.068696524,
Botswana,BWA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086213771,0.095529333,0.184912981,0.45726593,0.505080606,0.594481221,0.932317867,1.064272261,1.014326004,1.535110877,1.667800563,2.624452286,1.415305318,
Central African Republic,CAF,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018095896,0.013473139,,,0.040870196,,,
Canada,CAN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46391205,1.911086284,4.590520629,9.141094273,11.22254225,14.26908967,16.95179602,21.69228301,24.64046864,27.48437519,29.46396102,30.452949,31.65795927,32.66655803,33.49477897,34.30517994,35.2986828,36.48256513,36.88774224,38.01804648,
Central Europe and the Baltics,CEB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.093385071,0.421329386,0.956886752,2.030994181,3.582362015,7.77565015,11.47176601,13.45844718,15.9235704,17.19471516,19.29879392,19.99112543,21.09013178,21.85114836,22.52008309,23.30584002,24.38498851,
Switzerland,CHE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.787135931,1.943719599,6.284171789,10.74993832,16.7055361,22.52560892,27.40372232,31.48776817,33.43263433,35.42900296,37.20030373,38.81682952,39.99630214,42.27507459,42.96652984,44.47915561,44.91361848,46.12960941,
Channel Islands,CHI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.050318573,0.432004752,1.206210975,2.229393738,2.997931986,4.388190943,6.19889028,7.896766413,8.565496147,9.83203127,10.52973415,11.72507516,12.51508832,13.14305312,14.13503777,15.3098454,16.21786653,16.94281597,
China,CHN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001765899,0.026049283,0.253994432,0.858809836,1.897982349,2.826069624,3.825808914,4.968130974,6.16468769,7.690293166,9.291158372,11.44345583,12.7387417,13.66140637,14.42209207,19.83109074,22.98517393,27.96630966,
Cote d'Ivoire,CIV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002336058,0.004589466,0.006757087,0.053477552,0.052394587,0.051287348,0.050159593,,,0.215546271,0.256215062,0.563024408,0.474747963,0.575542143,0.587884214,
Cameroon,CMR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001159534,0.002352013,0.003479133,0.004548578,0.004631407,0.029813983,0.052206465,0.065675688,0.078039446,0.073057869,0.070069345,0.196141599,0.175095527,
"Congo, Dem. Rep.",COD,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0.000630994,0.000678216,0.001312394,0.001270065,0.001229408,
"Congo, Rep.",COG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00293861,0.005699054,0.029051151,0.030042973,0.009218349,0.01026462,,,,
Colombia,COL,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021958245,0.033740835,0.083920879,0.152865271,0.297520164,0.736232719,1.432797206,2.720229054,3.946608161,4.656450528,5.755972422,7.214789882,8.401307766,9.584569675,10.52185379,11.45741715,12.15324251,12.87854234,
Comoros,COM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00016744,0.000653993,,0.01278015,0.016736936,0.009803164,0.047702453,0.056611598,0.170334923,0.175320297,0.20845816,0.205807899,0.20537933,0.180609206,
Cabo Verde,CPV,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060513531,0.197443143,0.377291777,0.787972979,1.500844988,2.207810239,3.198947419,4.198658838,3.862609173,4.076476718,3.623605484,3.108950241,2.880309882,2.744020733,
Costa Rica,CRI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.221229355,0.360593906,0.667082553,1.057337127,1.933882195,2.174177228,2.481968652,4.069592179,8.718098775,9.124755406,9.638638609,10.30262827,10.85294504,11.61965884,13.15731828,15.16665379,
Caribbean small states,CSS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.416264499,0.986201006,1.541681497,2.053052294,3.089312834,3.699413579,4.833832827,6.256356695,6.774505963,7.08896629,8.866830107,9.47365656,10.51796402,12.4516374,13.50167387,13.68603464,
Cuba,CUB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017215622,0.019858964,0.025471344,0.032700815,0.038935587,0.044042661,0.046967416,0.068122017,0.071169117,0.125723446,0.292007513,
Curacao,CUW,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.11651936,23.25848939,23.88714936,24.70289818,25.31485349,26.80098638,30.73894817,
Cayman Islands,CYM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.12171711,33.70548463,33.96328391,33.25615511,33.59525755,34.83750493,39.6623403,45.66649434,40.37686168,50.73506717,
Cyprus,CYP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.260015539,0.599973262,1.005167601,1.680415822,3.085069912,6.017662647,9.181963983,18.74455899,21.80944121,23.49341549,24.98810365,25.53304781,26.591832,28.55262541,30.91448227,32.77041657,34.79477524,
Czech Republic,CZE,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024296391,0.060362933,0.149232783,0.338793452,2.304752872,6.91217425,10.80276644,14.45186667,16.88047557,19.41584909,21.4608734,23.74082374,25.09720873,26.95901762,28.25692931,27.7884962,28.93210191,29.62894353,
Germany,DEU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.325202226,2.575554252,3.927124913,5.472140774,8.566289602,13.20758788,18.36783807,24.28118735,27.99195335,30.83358402,32.34071269,33.6781856,34.48624747,35.24507723,36.29027045,37.58200947,39.06504075,40.47081904,
Djibouti,DJI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000557426,0.000682397,0.000804051,,,0.005362245,0.019090489,0.134914418,0.297836765,0.631542469,0.946723594,1.305175781,1.691699246,1.974488339,2.203770375,2.605632436,2.576053264,2.548524794,
Dominica,DMA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.114817154,0.251184154,3.20520165,3.782118043,4.622117393,4.814022966,6.072845905,7.04721635,9.848889889,10.24863469,11.63353863,11.58286623,11.79834546,14.73342541,14.81903872,20.71977256,21.0584284,20.86303686,
Denmark,DNK,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.254401169,4.441904554,8.399659693,13.33401275,18.83470322,24.78658916,31.87399746,34.79992622,36.48155306,36.60053195,38.02817865,38.38967858,38.84649934,40.30639874,41.34524288,42.27616351,43.09276997,43.67044088,
Dominican Republic,DOM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16726585,0.409282744,0.656818041,1.097815488,1.828130752,2.481372944,3.230966615,3.945297957,4.227734952,4.762455748,5.122943644,5.765952286,6.516729902,7.206010523,7.583032894,
Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055549531,0.109652142,0.405546226,0.503287429,0.836846542,1.391250868,2.306449939,2.491857372,2.663671302,3.073930424,3.33867504,4.089891337,5.691650443,7.042218731,7.76963059,
East Asia & Pacific (excluding high income),EAP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001783588,0.021909974,0.196546498,0.635623573,1.406372954,2.062708992,2.81893977,3.731096836,4.677316145,5.906097475,7.370342496,8.664820265,9.917433733,10.63441255,11.23412631,14.77556356,17.0663831,20.64880838,
Early-demographic dividend,EAR,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019577969,0.053356234,0.105490719,0.206599871,0.364369799,0.561397624,0.812272427,1.141632931,1.477767389,1.750846473,2.031990567,2.352492843,2.581667232,2.801386058,3.050818133,3.363477664,3.606240319,
East Asia & Pacific,EAS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.322448931,0.743068355,1.378362468,2.105385849,3.12135666,3.93554885,4.943961655,5.774308746,6.92449641,8.178521491,9.698302055,10.86129506,12.09960487,12.81721233,13.44333602,16.56224551,18.69818474,21.97435007,
Europe & Central Asia (excluding high income),ECA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018687335,0.240373618,0.444040335,1.035761056,2.12408549,3.632071096,5.592669012,7.20114107,8.846460094,9.999392895,11.51127282,12.92684583,13.55099877,14.89232463,15.65649963,17.21090617,
Europe & Central Asia,ECS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.887402444,3.184226829,5.487061054,7.686978652,10.68988912,13.37329554,15.54924618,17.37228303,19.00443876,20.34215721,21.54110321,22.81638733,23.7082376,24.91321126,25.85138346,27.13332634,
Ecuador,ECU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020408076,0.049716724,0.05204069,0.08601261,0.195016714,0.32933643,0.703955023,1.07975311,1.642015414,1.481918942,4.341487697,5.471610085,6.758291502,8.297916785,9.214309287,8.919193988,10.12810455,
"Egypt, Arab Rep.",EGY,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.070170708,0.074139714,0.105087562,0.183644698,0.330769126,0.600262119,0.950842616,1.30660124,1.72591763,2.1481972,2.606409417,2.980001666,3.341457639,4.080277871,4.670525242,5.354323204,
Euro area,EMU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.448712361,1.686648088,3.238983895,5.414448075,9.13098211,13.16785673,17.4123078,21.38162193,24.02089956,26.18256475,27.89354689,29.16596279,30.17216145,31.26025223,32.49205743,33.71813737,34.95770849,36.13401409,
Eritrea,ERI,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001039541,0.001624004,0.002687413,0.003151056,0.004056148,0.003139111,0.004214035,0.01031571,0.012109848,0.019728415,
Spain,ESP,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186677439,1.127268165,2.971252946,4.974819596,7.846090259,11.43256606,15.06770227,17.74640966,19.86172775,21.08740386,22.76700985,23.80732087,24.59492421,26.23705144,27.95455346,29.18876692,30.44961186,31.64367784,
Estonia,EST,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.255560529,3.362907635,6.577274969,10.17017891,13.21877065,18.29100635,19.71241124,21.99427937,23.47791261,26.11534252,26.26717322,26.37920078,27.31226732,28.14172771,29.20420186,30.08026259,30.90043615,
Ethiopia,ETH,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.86E-05,4.69E-05,7.95E-05,0.000331005,0.001279006,0.001798403,0.004095239,0.004682868,0.007055224,0.009232598,0.250893361,0.48403062,0.478607674,0.5458814,0.052402194,
European Union,EUU,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.436890363,1.380996562,2.791050805,4.798435036,8.114658419,12.10674622,16.41824371,20.2833325,22.76013502,24.74870499,26.36567252,27.88143135,28.86484546,30.05270164,31.15689562,32.29723751,33.42155133,34.54223971,
Fragile and conflict affected situations,FCS,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.099307022,0.165571997,0.185460872,,,0.456690491,0.752290903,0.753523858,0.875847337,0.753790414,
Finland,FIN,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.674639752,2.576685725,5.246123767,9.395261582,15.26081205,22.32774861,27.07685545,30.52087065,30.41409409,29.30383185,29.06193356,29.80010918,30.4379473,31.6410061,32.20862913,31.55614245,31.10955725,30.94927589,
